state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
8,1,Poplarville Jr Sr High School,4A,3-0,86.5,-6,0,-3.0,67.6,43.7,13.0,27,58.36,23.4,Playing up,2.0,3,0,0
10,2,Senatobia High School,4A,3-0,85.4,28,6,14.8,73.0,34.7,11.7,48,53.62,26.1,Playing down,-0.5,0,1,1
14,3,Mendenhall High School,4A,3-0,83.8,-1,0,1.7,74.8,42.3,24.0,40,54.73,25.5,Playing up,0.333,1,1,1
16,4,Pass Christian High School,4A,3-0,83.3,-5,-2,0.3,68.0,47.7,20.0,54,51.43,24.8,Playing up,0.667,2,0,1
17,5,Kosciusko Senior High School,4A,3-0,82.6,1,-1,3.2,79.3,53.7,36.3,28,58.36,28.1,Playing up,2.0,3,0,0
19,6,Louisville High School,4A,2-1,81.7,5,0,3.8,73.9,23.7,11.7,12,70.62,38.3,Playing up,0.5,1,1,0
20,7,Itawamba Agricultural High School,4A,2-1,81.5,2,-2,2.6,78.8,21.0,8.7,38,54.82,30.1,Playing up,0.333,1,2,0
33,8,New Albany High School,4A,2-1,74.1,35,5,11.7,74.3,21.0,13.7,60,49.49,27.3,Playing up,0.667,1,2,0
36,9,Greenwood High School,4A,1-2,72.9,67,13,19.9,93.7,12.0,12.3,82,45.09,27.3,Playing up,0.5,1,0,1
37,10,Corinth High School,4A,2-1,72.7,4,-1,2.9,79.7,22.0,21.0,51,52.11,31.4,Playing up,0.333,1,2,0
38,11,Clarksdale High School,4A,2-1,72.4,39,4,12.1,60.4,35.0,22.3,65,48.94,24.5,Playing down,-1.5,0,0,2
45,12,Greene County High School,4A,3-0,70.3,33,4,10.2,57.7,28.3,15.7,84,44.24,19.1,Playing up,0.333,2,0,1
48,13,Shannon High School,4A,2-1,69.6,9,-2,4.8,59.9,26.0,16.0,58,49.77,27.7,Playing down,-0.333,1,1,1
56,14,Columbia High School,4A,1-2,67.6,23,3,7.7,64.9,30.7,25.3,36,55.35,32.9,Playing up,1.0,1,0,1
58,15,South Pike Senior High School,4A,1-2,65.9,30,4,8.2,91.0,30.7,34.7,123,38.6,29.3,Playing down,-0.333,1,1,1
61,16,McComb High School,4A,3-0,64.9,-8,-6,-1.8,12.2,36.0,4.0,69,48.3,13.5,Playing down,-0.333,1,0,2
71,17,North Pontotoc High School,4A,2-1,62.6,23,4,7.1,46.4,36.0,20.3,122,38.61,12.8,Playing down,-1.0,0,0,3
75,18,Morton High School,4A,3-0,61.9,-11,-6,-1.2,32.0,42.3,27.0,78,45.57,18.3,Playing down,-0.667,0,2,1
81,19,Houston High School,4A,1-3,60.9,-7,-5,0.2,82.4,23.0,26.2,88,43.52,24.9,Playing up,1.25,3,1,0
92,20,Forest High School,4A,2-1,57.6,-3,0,0.7,53.2,26.0,23.0,110,40.93,21.5,Playing down,-0.333,1,0,2
106,21,Choctaw Central,4A,2-1,53.1,-26,-3,-6.8,17.6,32.0,14.0,128,37.88,12.4,Playing down,-2.0,0,0,2
109,22,Richland High School,4A,2-1,52.7,17,4,6.9,16.2,42.3,23.3,131,36.79,13.7,Playing up,0.333,2,0,1
115,23,Forrest County Agricultural Hi Sch,4A,1-2,49.6,0,2,1.0,60.8,20.7,21.7,164,31.05,18.9,Playing up,0.667,2,0,1
128,24,Amory High School,4A,1-2,45.7,38,12,11.4,59.0,19.0,25.0,146,35.13,23.4,Playing up,1.333,3,0,0
130,25,Tishomingo County High School,4A,2-1,45.1,-95,-18,-26.8,14.4,32.0,16.0,184,28.82,13.2,Playing down,-1.667,0,0,3
131,26,Rosa Fort High School,4A,1-2,44.9,-19,-2,-5.0,26.1,28.7,23.7,118,40.22,23.6,Playing down,-1.0,0,0,2
136,27,Gentry High School,4A,1-2,43.5,20,8,5.9,63.1,13.3,16.7,197,26.0,17.1,Mostly same class,0.0,1,0,2
138,28,Mooreville High School,4A,2-1,42.4,9,5,3.5,3.6,41.7,24.0,152,33.25,10.6,Playing down,-0.667,0,2,1
141,29,Northeast Lauderdale High School,4A,1-2,41.7,-14,-2,-3.9,46.8,17.0,19.0,173,30.28,18.0,Playing down,-1.667,0,0,3
142,30,Ripley High School,4A,1-2,41.4,-36,-7,-10.6,82.9,16.3,38.3,174,30.25,26.9,Playing up,1.667,2,1,0
148,31,West Lauderdale High School,4A,0-3,38.7,-14,-1,-5.5,84.7,15.3,40.3,180,29.16,30.2,Playing up,0.333,1,1,1
153,32,Newton County High School,4A,0-3,36.2,-15,-1,-6.1,62.2,19.0,32.7,178,29.2,23.8,Mostly same class,0.0,1,1,1
162,33,Lawrence County High School,4A,0-3,33.8,-12,1,-4.9,58.1,13.7,26.0,221,21.16,24.2,Playing down,-0.333,1,0,2
172,34,Moss Point High School,4A,0-3,31.7,-29,-2,-8.8,77.5,4.0,32.3,247,1.46,24.1,Playing up,0.667,2,0,1
176,35,Raymond High School,4A,1-2,30.6,-45,-6,-14.0,48.2,13.3,25.3,216,21.73,16.6,Playing down,-1.0,0,0,2
182,36,South Pontotoc High School,4A,0-3,29.4,-1,2,-1.4,71.2,16.0,40.0,239,14.28,20.5,Playing down,-1.333,0,1,2
184,37,Yazoo City High School,4A,0-2,28.8,-56,-9,-16.4,40.1,13.0,24.0,214,22.32,16.6,Mostly same class,0.0,1,0,1
