state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
28,1,Noxubee County High School,3A,3-0,76.5,19,3,8.2,58.6,41.0,27.3,18,65.02,32.3,Mostly same class,0.0,1,0,2
29,2,Presbyterian Christian School,3A,2-1,75.7,42,5,14.4,77.0,30.0,23.3,71,47.54,28.6,Mostly same class,0.0,1,0,1
34,3,Booneville High School,3A,3-0,73.5,10,-1,4.7,55.4,37.0,15.7,134,36.4,20.4,Mostly same class,0.0,1,1,1
42,4,Thomas E. Edwards,3A,3-0,71.4,45,6,13.3,47.3,25.7,1.3,81,45.1,16.2,Mostly same class,0.0,2,0,1
50,5,Winona Secondary School,3A,3-0,68.9,1,0,2.1,13.5,45.0,4.3,49,53.59,15.1,Playing up,0.333,1,0,2
69,6,Seminary High School,3A,2-1,62.7,-10,0,-1.3,42.3,33.0,19.3,85,44.22,22.6,Playing up,1.333,2,0,1
72,7,Port Gibson High School,3A,2-1,62.1,-41,-6,-12.2,63.5,30.7,24.3,144,35.23,18.7,Playing up,2.0,3,0,0
83,8,Independence High School,3A,2-1,60.2,-37,-5,-8.1,80.2,18.3,23.0,136,35.98,24.4,Playing up,0.333,2,0,1
84,9,Raleigh High School,3A,2-1,59.2,-3,0,-0.5,36.0,28.0,14.0,64,49.02,22.1,Playing up,1.0,2,0,1
90,10,Hazlehurst High School,3A,1-1,58.1,2,1,1.4,89.2,22.5,30.0,125,37.92,27.8,Playing up,0.5,1,0,1
95,11,Choctaw County High School,3A,1-2,56.5,25,6,8.7,67.1,24.3,27.0,47,53.76,30.3,Playing up,0.667,2,0,1
98,12,O’Bannon High School,3A,3-0,56.3,4,1,3.3,0.5,39.3,2.7,112,40.72,5.1,Playing down,-1.667,0,0,3
100,13,Magee High School,3A,2-1,55.5,13,3,6.2,41.4,33.3,18.3,101,41.47,21.1,Playing down,-0.667,1,0,2
105,14,Jefferson Davis County High School,3A,1-2,53.5,-8,-2,-1.4,54.1,20.7,21.7,91,43.14,27.8,Playing up,1.5,2,0,0
111,15,Belmont School,3A,1-1,51.7,-1,0,0.8,38.3,22.5,10.5,120,39.53,15.9,Playing down,-1.0,0,0,1
117,16,Kossuth High School,3A,1-2,48.8,77,17,22.0,72.1,17.0,25.0,137,35.78,22.9,Mostly same class,0.0,1,0,1
122,17,Aberdeen High School,3A,3-0,47.9,-17,-3,-4.1,0.9,48.0,22.7,99,42.09,11.3,Playing down,-2.0,0,0,3
125,18,Jefferson Co High,3A,1-2,46.7,26,3,8.0,86.9,13.3,29.7,159,31.69,27.6,Mostly same class,0.0,1,0,1
