state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
1,1,Tupelo High School,7A,3-0,93.1,0,0,0.9,76.1,43.0,11.3,1,89.98,37.4,Playing down,-1.5,0,1,1
2,2,Diberville Senior High Sch,7A,3-0,92.6,2,1,4.9,85.1,36.0,11.0,7,76.51,31.1,Playing down,-3.0,0,0,3
3,3,Starkville High School,7A,3-0,92.3,0,-1,4.2,86.0,35.0,15.7,3,81.22,39.6,Playing down,-0.667,0,2,1
5,4,Oak Grove High School,7A,2-1,87.7,5,2,3.6,98.2,26.3,20.7,5,80.48,43.2,Playing down,-0.333,0,2,1
6,5,Gulfport High School,7A,2-0,87.6,6,2,4.6,52.3,43.0,0.0,2,83.2,31.2,Playing down,-1.5,0,0,2
7,6,Oxford High School,7A,3-0,87.3,-1,-1,1.1,80.6,29.7,16.3,9,75.99,33.9,Playing down,-1.5,0,0,2
9,7,Germantown High School,7A,1-2,85.9,-4,-3,-0.7,99.5,40.0,32.3,8,76.48,43.7,Playing down,-0.333,0,2,1
12,8,St. Martin High School,7A,3-0,84.2,9,3,5.1,61.7,45.0,9.3,35,56.38,20.4,Playing down,-2.0,0,0,3
13,9,Brandon High School,7A,2-1,83.8,6,1,4.5,97.7,25.7,26.3,11,75.44,42.2,Mostly same class,0.0,0,3,0
21,10,Meridian High School,7A,1-2,80.5,2,2,1.7,90.5,33.0,29.0,26,59.31,38.7,Playing down,-0.333,0,2,1
22,11,Madison Central High School,7A,1-2,79.4,8,3,4.6,94.1,28.0,28.3,17,69.1,37.3,Playing down,-0.667,0,2,1
23,12,Petal High School,7A,3-0,79.3,-8,-4,-1.5,65.3,37.3,26.7,14,69.21,33.8,Playing down,-1.333,0,1,2
24,13,Northwest Rankin High School,7A,2-1,78.8,9,2,5.6,87.4,34.0,33.3,20,64.16,33.5,Playing down,-0.667,0,2,1
30,14,Desoto Central High School,7A,1-1,75.5,-1,-1,-0.1,91.4,16.5,19.5,23,60.15,36.0,Playing down,-1.0,0,0,2
32,15,Hernando High School,7A,2-1,74.3,20,4,7.6,38.7,54.0,22.3,45,53.77,21.1,Playing down,-3.0,0,0,1
46,16,West Harrison High School,7A,1-2,69.7,-12,0,-3.2,95.9,21.0,30.7,41,54.54,33.0,Playing down,-2.333,0,0,3
52,17,Clinton High School,7A,0-3,68.6,-7,0,0.2,96.8,25.3,36.3,29,58.35,42.4,Playing down,-0.333,0,2,1
54,18,Pearl High School,7A,1-2,68.0,15,4,6.6,81.1,14.0,19.0,30,57.61,33.9,Playing down,-1.0,0,1,2
55,19,Southaven High School,7A,1-1,67.8,-7,-1,-0.1,55.0,24.0,10.5,50,53.59,22.1,Playing down,-3.0,0,0,2
74,20,Murrah High School,7A,1-2,62.1,-12,0,-1.4,94.6,20.0,33.0,139,35.57,26.8,Playing down,-1.0,0,0,3
77,21,Harrison Central High School,7A,0-2,61.4,-7,2,0.1,85.6,17.0,20.5,143,35.39,22.8,Playing down,-1.5,0,0,2
80,22,Lewisburg High School,7A,2-1,60.9,43,3,13.7,41.0,32.7,23.3,108,41.15,22.3,Playing down,-2.0,0,0,2
82,23,Ocean Springs High School,7A,1-2,60.4,19,1,6.7,92.8,17.3,34.0,24,60.1,36.6,Playing down,-0.333,0,2,1
87,24,Biloxi High School,7A,1-2,58.4,-71,-15,-22.3,57.2,24.7,23.3,39,54.82,27.7,Playing down,-1.333,0,0,3
96,25,Horn Lake High,7A,0-3,56.5,-30,-4,-6.1,88.7,11.7,25.0,86,44.17,31.0,Playing down,-1.0,0,0,2
